189	1612531865	primitive2grado121	26584	2983
190	1612532013	areasottografo121	21415	2980
191	1612532049	estremirelativi121	21415	2980
192	1612532055	primitive121	21415	2980
193	1612532239	eserciziobasi	26074	2948
194	1612532596	limiti121	26584	2983
195	1612533894	densitaripartizione121	26298	2980
196	1612534192	areasottografo121	26612	2980
197	1612534247	limiti121	26575	2983
198	1612534523	limiti121	26298	2980
199	1612534630	primitive2grado121	26897	2983
200	1612534813	primitive121	26298	2980
201	1612534935	limiti121	26826	2983
202	1612535253	estremirelativi121	26575	2983
203	1612535771	primitive2grado121	26584	2983
204	1612535825	areasottografo121	26298	2980
205	1612536726	areasottografo121	26298	2980
206	1612536727	areasottografo121	26298	2980
207	1612536727	densitaripartizione121	26298	2980
208	1612536731	areasottografo121	26298	2980
209	1612536732	areasottografo121	26298	2980
210	1612536732	areasottografo121	26298	2980
211	1612536733	areasottografo121	26298	2980
212	1612536734	areasottografo121	26298	2980
213	1612536734	areasottografo121	26298	2980
214	1612536736	areasottografo121	26298	2980
215	1612536950	primitive121	26575	2983
216	1612537431	primitive121	26584	2983
217	1612537547	densitaripartizione121	26298	2980
218	1612537649	limiti121	26366	2983
219	1612537820	limiti121	26219	2980
220	1612537850	primitive121	26571	2980
221	1612537855	densitaripartizione121	26298	2980
222	1612537862	areasottografo121	26298	2980
223	1612538093	limiti121	26639	2980
224	1612538136	estremirelativi121	26219	2980
225	1612538153	primitive121	26219	2980
226	1612538164	areasottografo121	26219	2980
227	1612538172	densitaripartizione121	26219	2980
228	1612538434	limiti121	26584	2983
229	1612538575	estremirelativi121	26298	2980
230	1612538840	limiti121	25804	2980
231	1612539699	primitive2grado121	26575	2983
232	1612539712	areasottografo121	26575	2983
233	1612540468	diagonalizzazione	26072	2948
234	1612540662	limiti121	26284	2983
235	1612541351	primitive121	25804	2980
236	1612542723	primitive121	25804	2980
237	1612543205	limiti121	26219	2980
238	1612543463	primitive2grado121	21432	2983
239	1612545284	densitaripartizione121	29568	2980
240	1612545366	limiti121	26219	2980
241	1612546100	limiti121	26117	2983
242	1612546133	primitive121	26117	2983
243	1612546448	eserciziosistemipar	25883	2948
244	1612547944	limiti121	26755	2980
245	1612548439	matriceinversa	26492	2948
246	1612548652	eserciziobasi	26492	2948
247	1612548663	eserciziogeneratori	26492	2948
248	1612548670	sommainter	26492	2948
249	1612548729	pagerank	26492	2948
250	1612548740	diagonalizzazione	26492	2948
251	1612548768	diagonalizzazione	26492	2948
252	1612548787	diagonalizzazione	26492	2948
253	1612548795	diagonalizzazione	26492	2948
254	1612548808	autovalori	26492	2948
255	1612549403	eserciziosistemipar	20760	2948
256	1612549858	areasottografo121	25804	2980
257	1612551832	areasottografo121	26584	2983
258	1612551835	primitive2grado121	26584	2983
259	1612551839	primitive121	26584	2983
260	1612551845	estremirelativi121	26584	2983
261	1612551851	limiti121	26584	2983
262	1612552611	primitive121	25804	2980
263	1612553658	primitive121	25804	2980
264	1612554082	limiti121	25627	2983
265	1612555430	densitaripartizione121	15063	2980
266	1612557220	primitive121	25804	2980
267	1612597256	areasottografo121	26459	2983
268	1612599931	eserciziogeneratori	26074	2948
269	1612600274	eserciziogeneratori	26074	2948
270	1612600289	sommainter	26074	2948
271	1612600392	applicazionilineari	26074	2948
272	1612600590	primitive121	27388	2980
273	1612601380	applicazionilineari	26074	2948
274	1612602642	primitive121	27388	2980
275	1612602724	limiti121	29568	2980
276	1612603089	areasottografo121	27388	2980
277	1612604285	diagonalizzazione	26492	2948
278	1612604319	autovalori	26492	2948
279	1612604704	limiti121	26575	2983
280	1612604775	calcolatore	26513	2948
281	1612605295	pagerank	26492	2948
282	1612605309	eserciziogeneratori	26492	2948
283	1612605597	estremirelativi121	26575	2983
284	1612605669	eserciziobasi	26492	2948
285	1612606265	eserciziobasi	26492	2948
286	1612607535	primitive121	26575	2983
287	1612608263	calcolatore	26072	2948
288	1612608407	eserciziogeneratori	26492	2948
289	1612608419	eserciziobasi	26492	2948
290	1612608653	primitive2grado121	26575	2983
291	1612609019	diagonalizzazione	26492	2948
292	1612613150	densitaripartizione121	26755	2980
293	1612613241	limiti121	26219	2980
294	1612613799	estremirelativi121	26219	2980
295	1612616018	primitive2grado121	26584	2983
296	1612616020	primitive121	26584	2983
297	1612617896	areasottografo121	27388	2980
298	1612618167	densitaripartizione121	27388	2980
299	1612618773	areasottografo121	26575	2983
300	1612619264	limiti121	27388	2980
301	1612619462	estremirelativi121	27388	2980
302	1612619813	areasottografo121	29568	2980
303	1612619847	estremirelativi121	29568	2980
304	1612619871	primitive121	29568	2980
305	1612619984	densitaripartizione121	27388	2980
306	1612620340	primitive2grado121	26575	2983
307	1612620402	limiti121	26755	2980
308	1612620757	primitive2grado121	26366	2983
309	1612620874	primitive121	26575	2983
310	1612621440	estremirelativi121	26755	2980
311	1612621903	limiti121	26580	2980
312	1612622018	autovalori	26492	2948
313	1612622649	primitive121	26755	2980
314	1612622677	estremirelativi121	26575	2983
315	1612622970	densitaripartizione121	27388	2980
316	1612623121	limiti121	26333	2980
317	1612623315	areasottografo121	27388	2980
318	1612623924	areasottografo121	12087	2983
319	1612624632	areasottografo121	26333	2980
320	1612626511	primitive121	26584	2983
